question,source_type,has_numeric,has_category,has_datetime,has_text,intent,answer_depth,operation,best_chart,chart_required,needs_numeric,needs_category,needs_datetime,needs_text
Compare humidity by device,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show pass rate by student,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Break down balance by region,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
What fields are present?,json,true,true,true,true,schema_question,direct_answer,list_columns,table,false,false,false,false,false
Compare attendance by class,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Compare income by category,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Group balance by account,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
What is the highest age value?,csv,true,true,true,false,aggregation,direct_answer,max,kpi_card,false,true,false,false,false
How has length of stay changed over time?,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Show distribution of humidity,parquet,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Calculate average age,csv,true,true,true,false,aggregation,direct_answer,mean,kpi_card,false,true,false,false,false
What is the distribution of profit?,csv,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Why did sales decrease?,csv,true,true,true,false,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Show future trend for salary,excel,true,true,true,false,forecasting,deep_analysis,forecast,line_chart,true,true,false,true,false
Compare bonus across managers,excel,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show distribution of sensor value,parquet,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
How has quantity changed over time?,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Count the records,csv,true,true,true,false,schema_question,direct_answer,count_rows,kpi_card,false,false,false,false,false
Is there a relationship between revenue and amount?,csv,true,true,true,false,correlation,visual_answer,correlation,scatter_plot,true,true,false,false,false
Group request count by user type,json,true,true,true,true,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
What is the minimum salary?,excel,true,true,true,false,aggregation,direct_answer,min,kpi_card,false,true,false,false,false
Does this dataset have duplicate entries?,csv,true,true,true,false,data_quality,data_quality_answer,duplicate_check,table,false,false,false,false,false
Group sensor value by zone,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Compare profit by department,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Are error count and response time related?,json,true,true,true,true,correlation,visual_answer,correlation,scatter_plot,true,true,false,false,false
Which customer performed best?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show monthly score trend,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Show loss by date,parquet,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Show length of stay by doctor,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Rank vendors by total income,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Forecast future expense,parquet,true,true,true,false,forecasting,deep_analysis,forecast,line_chart,true,true,false,true,false
Plot revenue by month,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
How large is this dataset?,excel,true,true,true,false,schema_question,direct_answer,count_rows,kpi_card,false,false,false,false,false
Group humidity by device,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
What is the total conversion rate?,csv,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Rank status codes by total request count,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show range of temperature values,parquet,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Which category performed best?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which class has the highest pass rate?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which department has the highest balance?,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Rank categorys by total cart value,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Rank products by total revenue,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What is the average amount?,csv,true,true,true,false,aggregation,direct_answer,mean,kpi_card,false,true,false,false,false
Show distribution of impressions,csv,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Show distribution of expense,parquet,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Show spread of grade,csv,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Compare balance across regions,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Forecast future humidity,parquet,true,true,true,false,forecasting,deep_analysis,forecast,line_chart,true,true,false,true,false
Top 10 locations by speed,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which school has the highest grade?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Top 10 products by quantity,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Group revenue by category,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Top 10 teachers by grade,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare revenue across campaigns,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show distribution of profit,parquet,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Compare sales across sales persons,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Find outliers in attendance,csv,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
Show pass rate by class,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Calculate average review score,json,true,true,true,true,aggregation,direct_answer,mean,kpi_card,false,true,false,false,false
Which account has the highest expense?,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Break down pass rate by class,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
How much pressure do we have?,parquet,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
What is the average income?,parquet,true,true,true,false,aggregation,direct_answer,mean,kpi_card,false,true,false,false,false
Break down bonus by manager,excel,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Compare revenue by channel,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Summarize comments,json,true,true,true,true,text_analysis,small_summary,text_summary,bar_chart,true,false,true,false,true
Show histogram of discount,csv,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Compare grade and attendance,csv,true,true,true,false,correlation,visual_answer,correlation,scatter_plot,true,true,false,false,false
Find missing data,json,true,true,true,true,data_quality,data_quality_answer,null_check,table,false,false,false,false,false
Which country has the highest cart value?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What is the overall balance?,parquet,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Calculate average clicks,csv,true,true,true,false,aggregation,direct_answer,mean,kpi_card,false,true,false,false,false
Which user type has the highest latency?,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare impressions and conversion rate,csv,true,true,true,false,correlation,visual_answer,correlation,scatter_plot,true,true,false,false,false
Group profit by country,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
What is the maximum attendance?,csv,true,true,true,false,aggregation,direct_answer,max,kpi_card,false,true,false,false,false
How much attendance do we have?,csv,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Which audience has the highest spend?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Top 10 sensor types by humidity,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show clicks by channel,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Compare score across schools,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show distribution of sentiment score,json,true,true,true,true,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Compare revenue by country,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show top genders by bonus,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
